StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew,MAE,MSE,RMSE,10F-Score-mean,10F-Score-std
1218,0.5220588235294118,0.6666666666666666,0.6,0.5943627450980392,0.6058823529411765,0.5725806451612904,0.6198830409356725,0.6,0.5962318430484814,0.6,0.5461538461538462,0.6424242424242425,0.6,0.5942890442890443,0.601958041958042,124.0,171.0,0.6,295.0,295.0,0.19058542311413398,3.375611252072097,14.79519690440909,3.846452509054166,-0.14132467026658682,0.24121145842558564
1702,0.6716417910447762,0.7391304347826086,0.7084745762711865,0.7053861129136925,0.7089321263982226,0.6818181818181818,0.7300613496932515,0.7084745762711865,0.7059397657557167,0.7084745762711865,0.6766917293233083,0.7345679012345679,0.7084745762711865,0.7056298152789382,0.7086707666844451,132.0,163.0,0.7084745762711865,295.0,295.0,0.4113255060553527,0.29336411921917444,0.1531466199580879,0.39133952005654615,-0.9065145964067748,0.7230954248791273
2408,0.7109375,0.7108433734939759,0.7108843537414966,0.7108904367469879,0.7108878754815179,0.6546762589928058,0.7612903225806451,0.7108843537414966,0.7079832907867254,0.7108843537414966,0.6816479400749065,0.735202492211838,0.7108843537414966,0.7084252161433722,0.7098824828681868,139.0,155.0,0.7108843537414966,294.0,294.0,0.4188636390525601,0.6986897972762008,0.9131009839707068,0.9555631763367124,-8.200383219904092,11.353476003048645
2459,0.5142857142857142,0.6298701298701299,0.5748299319727891,0.5720779220779221,0.5791545189504373,0.5581395348837209,0.5878787878787879,0.5748299319727891,0.5730091613812545,0.5748299319727891,0.5353159851301114,0.6081504702194358,0.5748299319727891,0.5717332276747735,0.5761924818639158,129.0,165.0,0.5748299319727891,294.0,294.0,0.1450840948555353,7.992707170692582,86.0465248889297,9.276126610225289,-0.2015409227464937,0.16422075734678682
2610,0.6363636363636364,0.7914110429447853,0.7220338983050848,0.7138873396542108,0.7293920803123257,0.711864406779661,0.7288135593220338,0.7220338983050848,0.7203389830508474,0.7220338983050848,0.672,0.7588235294117648,0.7220338983050848,0.7154117647058824,0.7240941176470588,118.0,177.0,0.7220338983050848,295.0,295.0,0.43417839147917076,0.5726031733143788,0.8929394527864528,0.9449547358400046,-0.3190596686461227,0.6092682181689432
3034,0.4057971014492754,0.6687898089171974,0.5457627118644067,0.5372934551832365,0.5725077329628395,0.5185185185185185,0.5614973262032086,0.5457627118644067,0.5400079223608636,0.5457627118644067,0.45528455284552843,0.6104651162790697,0.5457627118644067,0.5328748345622991,0.553653248988146,108.0,187.0,0.5457627118644067,295.0,295.0,0.0772537030708371,159.45224838458589,33004.387112481425,181.67109597423973,-117.26292020791394,337.05575968129017
5388,0.6428571428571429,0.6645161290322581,0.6542372881355932,0.6536866359447004,0.6540904475513551,0.6338028169014085,0.673202614379085,0.6542372881355932,0.6535027156402468,0.6542372881355932,0.6382978723404257,0.6688311688311689,0.6542372881355932,0.6535645205857973,0.6541337854356247,142.0,153.0,0.6542372881355932,295.0,295.0,0.30718929652659105,0.4336102709834614,0.2923016535581334,0.540649288872309,-5.442892456264497,12.93248009514404
1227,0.7961783439490446,0.6086956521739131,0.7084745762711865,0.7024369980614789,0.7224563363357727,0.6983240223463687,0.7241379310344828,0.7084745762711865,0.7112309766904257,0.7084745762711865,0.7440476190476191,0.6614173228346457,0.7084745762711865,0.7027324709411324,0.7115557059604838,179.0,116.0,0.7084745762711865,295.0,295.0,0.41357449060020124,0.30025806015090994,0.16536559509689328,0.4066516876847965,-4.417709462084291,7.730706409011258
2330,0.45714285714285713,0.5548387096774193,0.5084745762711864,0.5059907834101383,0.5107927829414981,0.48120300751879697,0.5308641975308642,0.5084745762711864,0.5060336025248307,0.5084745762711864,0.46886446886446886,0.5425867507886436,0.5084745762711864,0.5057256098265562,0.5093492474126597,133.0,162.0,0.5084745762711864,295.0,295.0,0.012024309694801342,130.87635440982206,19496.041151373876,139.62822476624802,-845.5199948834003,2434.378294625284
2412,0.5703125,0.6951219512195121,0.6404109589041096,0.6327172256097561,0.64254810704143,0.5934959349593496,0.6745562130177515,0.6404109589041096,0.6340260739885506,0.6404109589041096,0.5816733067729084,0.6846846846846846,0.6404109589041096,0.6331789957287965,0.6412929056328063,123.0,169.0,0.6404109589041096,292.0,292.0,0.26674008846911873,0.45014764990569656,0.563917160483971,0.7509441793395638,-46.1855259549906,137.2573913567982
2468,0.582089552238806,0.6770186335403726,0.6338983050847458,0.6295540928895893,0.6351854790684958,0.6,0.6606060606060606,0.6338983050847458,0.6303030303030304,0.6338983050847458,0.5909090909090909,0.6687116564417178,0.6338983050847458,0.6298103736754044,0.634425780105306,130.0,165.0,0.6338983050847458,295.0,295.0,0.2598560439295093,0.14029513853648998,0.04493819206676165,0.21198630160168758,-0.36771924660544025,1.007459284470845
2615,0.427536231884058,0.6815286624203821,0.5627118644067797,0.55453244715222,0.5876806118154352,0.5412844036697247,0.5752688172043011,0.5627118644067797,0.5582766104370129,0.5627118644067797,0.4777327935222672,0.6239067055393586,0.5627118644067797,0.5508197495308129,0.5698966838110096,109.0,186.0,0.5627118644067797,295.0,295.0,0.11274690556936671,91.62601238201563,15131.085986479933,123.00847932756479,-0.7196059293317079,1.969291417543851
3035,0.4330708661417323,0.7724550898203593,0.6258503401360545,0.6027629779810457,0.6650988557995691,0.5913978494623656,0.6417910447761194,0.6258503401360545,0.6165944471192425,0.6258503401360545,0.5,0.7010869565217391,0.6258503401360545,0.6005434782608696,0.637477817213842,93.0,201.0,0.6258503401360545,294.0,294.0,0.21892092272806568,29.25276195907504,2744.3298817242394,52.38635205589562,-0.982914832623875,1.2272190773215288
1229,0.5,0.7924528301886793,0.6576271186440678,0.6462264150943396,0.692324912056284,0.6732673267326733,0.6494845360824743,0.6576271186440678,0.6613759314075738,0.6576271186440678,0.5738396624472574,0.7138810198300283,0.6576271186440678,0.6438603411386428,0.6659346567938932,101.0,194.0,0.6576271186440678,295.0,295.0,0.3072290606843015,4.488062349876518,39.921422875760854,6.3183401994321935,-0.6329709785801876,1.4346467269594008
2337,0.7253521126760564,0.7763157894736842,0.7517006802721088,0.7508339510748703,0.7525674094693474,0.7518248175182481,0.7515923566878981,0.7517006802721088,0.7517085871030731,0.7517006802721088,0.7383512544802867,0.7637540453074434,0.7517006802721088,0.751052649893865,0.7519166903981901,137.0,157.0,0.7517006802721088,294.0,294.0,0.5025417770595275,0.6794905427240627,0.7017120652505899,0.8376825563723945,-6.715878154062844,18.936270244118774
2439,0.8083832335329342,0.5703125,0.7050847457627119,0.6893478667664671,0.7236461927839237,0.7105263157894737,0.6952380952380952,0.7050847457627119,0.7028822055137844,0.7050847457627119,0.7563025210084033,0.6266094420600858,0.7050847457627119,0.6914559815342446,0.7101405776539175,190.0,105.0,0.7050847457627119,295.0,295.0,0.391996493958357,1.29768970533498,2.8764610382749334,1.6960132777413428,-45.9506418414911,125.79235775040672
2498,0.7142857142857143,0.7407407407407407,0.7288135593220338,0.7275132275132274,0.728454847098915,0.6934306569343066,0.759493670886076,0.7288135593220338,0.7264621639101914,0.7288135593220338,0.7037037037037037,0.75,0.7288135593220338,0.7268518518518519,0.7284996861268047,137.0,158.0,0.7288135593220338,295.0,295.0,0.45397417468766726,0.5286316181197033,0.9098421850497161,0.9538564803206592,-1863.3492972521667,5474.0547414380435
2618,0.5555555555555556,0.7455621301775148,0.6644067796610169,0.6505588428665352,0.6727799507460525,0.6194690265486725,0.6923076923076923,0.6644067796610169,0.6558883594281824,0.6644067796610169,0.5857740585774059,0.717948717948718,0.6644067796610169,0.651861388263062,0.6673191026641135,113.0,182.0,0.6644067796610169,295.0,295.0,0.30640085516766874,0.32893143881728076,0.21770488916604563,0.46658856518998154,-0.4225979067230261,0.7246029443555264
3045,0.6764705882352942,0.7243589743589743,0.702054794520548,0.7004147812971342,0.7022187958428894,0.6814814814814815,0.7197452229299363,0.702054794520548,0.7006133522057089,0.702054794520548,0.6789667896678967,0.7220447284345047,0.702054794520548,0.7005057590512007,0.7021285581143264,135.0,157.0,0.702054794520548,292.0,292.0,0.4010280843411948,0.36326757444013325,0.26915397106147454,0.5188005118168972,-5.125125823916551,9.133310831481198
