data,volume,price,open,high,low,close,diff,times,result
99/01/04,39511138,2557720928,65.00,65.00,64.00,64.90,+0.40,8255,1
99/01/05,38394084,2464115096,65.00,65.10,63.90,64.50,-0.40,9205,0
99/01/06,52734385,3390698544,64.50,64.90,63.70,64.90,+0.40,12597,1
99/01/07,53294614,3437221996,64.90,65.00,64.20,64.20,-0.70,11195,0
99/01/08,48047497,3068341466,63.50,64.30,63.50,64.00,-0.20,9804,0
99/01/11,37446686,2413758179,64.00,64.90,63.50,64.50,+0.50,8066,1
99/01/12,52444792,3337576396,64.40,64.40,63.30,63.60,-0.90,12865,0
99/01/13,49806496,3129817596,63.00,63.10,62.60,62.80,-0.80,10609,0
99/01/14,39254264,2469193916,63.60,63.60,63.00,63.20,+0.40,8755,1
99/01/15,50011109,3155482441,62.90,63.50,62.80,63.50,+0.30,11048,1
99/01/18,30586332,1924772947,62.80,63.10,62.80,62.90,-0.60,9875,0
99/01/19,47541231,2970283048,63.00,63.20,62.00,62.50,-0.40,14132,0
99/01/20,52519052,3292097534,62.90,63.20,62.20,63.00,+0.50,13043,1
99/01/21,24842055,1552278255,63.00,63.00,62.10,62.60,-0.40,8212,0
99/01/22,64001109,3916952764,61.50,61.70,61.00,61.10,-1.50,18967,0
99/01/25,62230836,3759976086,60.10,60.80,60.10,60.40,-0.70,18763,0
99/01/26,80078237,4839012506,60.60,61.20,60.00,60.10,-0.30,17643,0
99/01/27,53876237,3227674030,60.10,60.40,59.50,59.60,-0.50,13505,0
99/01/28,44033633,2666239239,60.50,61.50,59.80,60.00,+0.40,11197,1
99/01/29,98124608,5948654037,60.10,61.50,59.40,61.50,+1.50,18337,1
99/03/01,65860360,3910413197,59.50,59.90,58.20,59.60,+0.80,14348,1
99/03/02,54451553,3269667531,60.50,60.50,59.50,59.90,+0.30,13024,1
99/03/03,34984387,2093549040,59.60,60.10,59.60,60.00,+0.10,5904,1
99/03/04,54471642,3220104005,59.80,59.80,58.40,59.20,-0.80,13969,0
99/03/05,60054500,3606334057,59.80,60.40,59.60,60.40,+1.20,12880,1
99/03/08,44396339,2704346592,60.90,61.20,60.60,61.20,+0.80,11378,1
99/03/09,31475924,1924797115,61.20,61.40,60.80,61.30,+0.10,6949,1
99/03/10,30588530,1870897516,61.30,61.40,60.80,61.40,+0.10,6050,1
99/03/11,30381134,1864708630,61.60,61.80,61.20,61.40,0.00,6607,0
99/03/12,69392867,4236637111,61.40,61.50,60.60,60.80,-0.60,9260,0
99/03/15,41567794,2503666271,61.30,61.30,59.80,59.80,-1.00,8294,0
99/03/16,29927456,1791764421,60.10,60.20,59.70,59.70,-0.10,7444,0
99/03/17,69118250,4174403125,60.50,60.90,59.90,60.50,+0.80,10228,1
99/03/18,70256871,4238210166,60.10,60.60,60.00,60.40,-0.10,10353,0
99/03/19,46018065,2758221800,60.00,60.30,59.70,60.00,-0.40,12648,0
99/03/22,47084489,2782670724,59.60,59.60,58.80,59.00,-1.00,14854,0
99/03/23,51751303,3093844050,59.50,60.10,59.50,59.60,+0.60,10645,1
99/03/24,48661236,2940235842,60.10,60.80,60.10,60.60,+1.00,10606,1
99/03/25,64155258,3908737600,60.90,61.50,60.20,61.50,+0.90,13334,1
99/03/26,81172895,4989163519,61.30,62.00,60.30,62.00,+0.50,16419,1
99/03/29,37559622,2333337564,62.00,62.30,61.70,62.20,+0.20,9423,1
99/03/30,30055532,1865717231,62.40,62.40,61.70,62.20,0.00,7639,0
