X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J
0,1999/1/4,810501,12470562,15.95,15.95,15.1,15.3,-0.55,275,0,15.1,15.95,23.52941176,50,50,50
1,1999/1/5,552005,8354522,15.1,15.55,14.9,15,-0.3,197,0,14.9,15.95,9.523809524,36.50793651,45.5026455,63.49206349
2,1999/1/6,338115,5043463,14.6,15.05,14.6,15,0,138,0,14.6,15.95,29.62962963,34.21516755,41.74015285,56.79012346
3,1999/1/7,533936,7944077,15,15.05,14.7,14.7,-0.3,158,0,14.6,15.95,7.407407407,25.2792475,36.2531844,58.2010582
4,1999/1/8,285715,4176186,14.9,14.95,14.5,14.7,0,146,1,14.5,15.95,13.79310345,21.45053282,31.31896721,51.05583599
5,1999/1/11,234402,3456256,14.7,14.85,14.7,14.8,0.1,95,1,14.5,15.95,20.68965517,21.19690694,27.94494712,41.44102748
6,1999/1/12,607165,9269048,15.05,15.45,15,15.15,0.35,246,0,14.5,15.95,44.82758621,29.07380003,28.32123142,26.81609421
7,1999/1/13,356000,5394950,15.1,15.3,15,15.1,-0.05,150,1,14.5,15.95,41.37931034,33.1756368,29.93936655,23.46682604
8,1999/1/14,877771,13594771,15.15,15.7,15.1,15.5,0.4,389,1,14.5,15.95,68.96551724,45.10559695,34.99477668,14.77313615
9,1999/1/15,1108628,17468910,15.75,15.95,15.6,15.65,0.15,435,1,14.5,15.95,79.31034483,56.50717957,42.16557764,13.48237379
10,1999/1/18,1328694,21016212,15.6,16,15.5,15.9,0.25,379,1,14.5,16,93.33333333,68.78256416,51.03790648,15.54859113
11,1999/1/19,2075291,33568683,16.2,16.45,15.9,16.2,0.3,705,1,14.5,16.45,87.17948718,74.91487183,58.99689493,27.16094113
12,1999/1/20,2876007,48195211,16.5,17.3,16.35,16.35,0.15,903,0,14.5,17.3,66.07142857,71.96705741,63.32028243,46.02673245
13,1999/1/21,910361,14386706,16.15,16.25,15.45,15.45,-0.9,362,0,14.7,17.3,28.84615385,57.59342289,61.41132925,69.04714196
14,1999/1/22,741550,11347042,15.35,15.95,15,15.35,-0.1,291,0,15,17.3,15.2173913,43.46807903,55.43024584,79.35457947
15,1999/1/25,615805,9474762,15.15,15.8,15.1,15.1,-0.25,294,0,15,17.3,4.347826087,30.42799471,47.09616213,80.43249697
16,1999/1/26,675217,9860998,15.4,15.4,14.05,14.05,-1.05,260,0,14.05,17.3,0,20.28532981,38.15921802,73.90699445
17,1999/1/27,845956,11327470,13.7,14,13.1,13.3,-0.75,289,1,13.1,17.3,4.761904762,15.11085479,30.47643028,61.20758126
