X,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2183,3698354,864450190,230.0,236.0,230.0,235.0,2526,83.9420739,73.50673954,52.63607083,61.18920923,73.08790555,-5.23132213,0.0,0.0,1
2184,3951731,930600285,239.0,240.0,233.0,235.0,2436,85.1794896,77.39765623,61.83398949,61.18920923,73.08790555,-4.369307908,0.0,0.0,1
2185,4588760,1051158040,234.5,234.5,226.5,228.5,3007,78.84514993,77.88015413,75.95016253,52.80628961,54.27317788,-3.626084712,-100.0,-23.21428571,1
2186,5490588,1278727842,228.0,235.5,227.0,234.5,3026,79.57492754,78.4450786,76.18538072,58.56957852,64.41904482,-2.892287341,-7.692307692,-1.785714286,1
2187,4337995,996457340,227.5,234.0,226.5,231.0,3002,72.42979665,76.43998462,84.46036054,54.31355539,55.75880982,-2.252113114,-61.53846154,-34.7826087,1
2188,2607260,602412800,231.0,233.0,229.0,230.0,1885,60.7865311,71.22216678,92.09343813,53.10084266,53.30199695,-1.715000445,-76.92307692,-43.47826087,0
2189,3910993,905920872,231.5,235.0,229.5,231.5,1955,56.14935407,66.19789587,86.29497949,54.76727024,56.73348875,-1.242800641,-50.0,-46.66666667,0
2190,8593017,1918466774,225.0,228.0,220.0,220.0,6060,37.43290271,56.60956482,94.96288904,42.13987186,33.84971956,-1.016683646,-100.0,-100.0,1
2191,4529006,1003762163,222.0,225.0,220.0,223.5,2503,30.78860181,48.00257715,82.43052783,46.28600399,42.34327436,-0.898502332,-69.56521739,-76.66666667,0
2192,4366250,972768000,222.5,225.5,220.5,225.0,2022,28.85906787,41.62140739,67.14608643,48.04125136,45.91469919,-0.828188779,-56.52173913,-66.66666667,0
2193,3605281,802149444,223.0,224.5,220.0,223.0,2712,25.69099148,36.31126876,57.5518233,45.84407217,41.77448659,-0.821584985,-73.91304348,-80.0,0
2194,2429076,541747727,223.5,225.0,222.0,222.5,1730,22.50367174,31.70873642,50.11886577,45.27464406,40.67418679,-0.861364066,-50.0,-82.75862069,0
2195,1501480,334604275,224.0,224.0,222.0,222.0,1261,19.44689227,27.62145504,43.97058056,44.6643912,39.42799232,-0.934143735,-100.0,-86.20689655,1
2196,5138404,1166405306,224.0,230.5,223.0,228.0,2826,30.74237263,28.6617609,24.50053745,53.022673,57.97095002,-0.925936703,0.0,-30.43478261,1
2197,3222824,738320668,228.0,232.0,225.0,232.0,2446,47.16158175,34.82836785,10.16194005,57.70734019,66.23914122,-0.801470942,0.0,0.0,0
2198,4001176,937372036,232.0,236.5,231.0,236.5,2995,64.77438783,44.81037451,4.882347866,62.35317728,73.32379656,-0.537039576,0.0,0.0,0
2199,4823111,1136152863,240.0,241.5,231.5,231.5,3555,61.01238259,50.21104387,28.60836644,54.97252359,57.29327575,-0.277290468,-34.48275862,-30.3030303,1
2200,6754593,1595072968,233.0,238.0,231.0,237.5,3418,67.80670467,56.07626414,32.61538307,61.05719828,67.51900886,0.062265911,0.0,0.0,1
2201,7644178,1873734039,243.0,247.0,242.5,245.5,4199,76.68595126,62.94615985,35.46657701,67.49875922,76.51589447,0.561537246,0.0,0.0,1
2202,10166331,2544509507,248.0,252.5,245.0,252.0,6078,83.91085275,69.93439081,41.98146694,71.68476775,81.50951778,1.237166039,0.0,0.0,0
2203,4879496,1197233303,246.5,247.0,244.0,244.5,3190,80.53073244,73.46650469,59.33804919,61.61285224,62.96979659,1.865436821,-36.58536585,-25.0,1
2204,8345167,1949126791,239.0,239.5,229.0,229.5,5200,61.03178773,69.32159903,85.90122165,47.0648195,40.7336528,2.18752158,-100.0,-75.0,1
2205,4682911,1098891125,233.5,236.5,232.5,233.5,2815,50.99088879,63.21136229,87.65230928,50.4937184,46.75079518,2.359642516,-82.22222222,-77.08333333,1
2206,3099071,713859401,229.5,234.0,228.0,229.0,2188,35.35447008,53.92573155,91.0682545,46.74653528,41.1154452,2.351573194,-100.0,-100.0,1
2207,2710930,617690970,227.0,229.5,226.0,228.0,1667,26.08536999,44.64561103,81.76609311,45.91364177,39.83498729,2.209672991,-100.0,-100.0,1
2208,3454665,805311411,231.5,235.0,230.0,233.0,1879,26.1952781,38.49550005,63.09594395,50.7407854,49.30731756,2.066064614,-9.090909091,-79.16666667,0
2209,4468290,1055623660,233.5,238.0,233.5,237.5,1819,31.92892754,36.30664255,45.06207257,54.73980978,56.67419168,1.995999668,0.0,-60.41666667,0
2210,3433139,811925804,239.0,240.0,233.0,236.0,2512,33.86456805,35.49261772,38.74871705,53.15746096,53.5607237,1.94722233,-15.78947368,-66.66666667,1
2211,2744768,647453393,239.0,239.0,234.0,235.0,1474,36.86209298,35.94910947,34.12314245,52.05400621,51.30588122,1.89395211,-26.31578947,-70.83333333,1
2212,2413231,566781162,234.0,236.5,233.5,234.5,1489,44.81282389,38.90368095,27.08539505,51.46641283,50.04185972,1.828364445,-66.66666667,-60.60606061,1
2213,2712347,636109698,232.5,236.0,232.5,236.0,1752,53.68473974,43.83070054,24.12262215,53.20940423,54.11182408,1.778259069,-50.0,-15.78947368,0
2214,9042120,2049881661,229.5,231.0,223.5,225.0,5840,38.82012952,42.1605102,48.84127156,41.25722755,31.51691143,1.56093271,-100.0,-100.0,1
2215,5269734,1177829400,224.0,226.0,221.5,223.5,2560,29.48368995,37.93490345,54.83733045,39.91242662,29.50115813,1.222698781,-100.0,-100.0,1
2216,923087,205274436,223.0,223.5,221.5,223.0,860,22.358496,32.74276764,53.5113109,39.44103947,28.76525286,0.815649124,-100.0,-100.0,1
2217,1674367,375607809,223.5,225.5,222.5,225.0,1173,21.21197031,28.89916853,44.27356496,42.43260725,36.38254133,0.416855122,-84.61538462,-86.20689655,1
2218,1528188,337471318,221.0,222.0,219.0,221.0,1229,17.31591671,25.03808459,40.48242034,38.27314432,28.95230125,-0.020626718,-100.0,-100.0,1
2219,897303,198854106,222.0,223.5,220.0,220.0,793,13.21061114,21.09559344,36.86555804,37.26850041,27.28086722,-0.475331226,-100.0,-100.0,1
2220,2969386,668855350,224.5,227.0,223.0,225.0,2189,20.23564552,20.80894413,21.95554136,45.18256212,45.98929363,-0.836138753,0.0,-68.75,0
2221,3415320,774673074,223.5,229.5,223.5,229.5,1904,34.07866564,25.23218464,7.539222627,51.26888896,57.73318123,-1.045478742,0.0,-40.625,0
2222,4284014,957735608,229.5,229.5,220.5,220.5,2864,26.8857771,25.78338212,23.57859218,41.20419354,37.93625615,-1.290114751,-94.73684211,-96.875,1
2223,3718829,831122104,224.0,226.0,221.0,223.5,2430,32.20956568,27.92544331,19.35719856,45.15219592,45.4222258,-1.493245718,-63.15789474,-63.15789474,0
2224,6492944,1404926350,218.5,218.5,213.5,217.0,3607,28.76471046,28.20519903,27.08617616,38.9231217,34.57828972,-1.760013961,-100.0,-100.0,1
2225,7008819,1538049578,221.0,221.5,217.5,219.0,3394,30.63480697,29.01506834,25.77559108,41.64777576,39.87797435,-2.016764125,-84.0,-84.0,1
2226,4626012,1022088672,221.0,222.5,218.5,222.0,2372,38.13153798,32.05389155,19.8985987,45.64842618,47.52900495,-2.201316022,-23.07692308,-60.0,0
2227,8817353,2009865778,225.5,231.5,224.0,226.0,5701,48.56917347,37.55898552,15.53860964,50.61440541,56.40544061,-2.26210602,0.0,-28.0,1
2228,2881535,650010667,226.0,228.0,223.0,226.0,1898,55.52759713,43.54852273,19.59037392,50.61440541,56.40544061,-2.236981948,0.0,-28.0,0
2229,2023139,460067553,227.0,229.0,226.0,227.5,1555,62.94432401,50.01378982,24.15272144,52.58033471,60.05449999,-2.130295489,0.0,-16.0,1
2230,4203075,974791848,231.5,234.0,230.0,231.5,3103,71.23117536,57.08625167,28.79640428,57.53853433,68.49361939,-1.909406947,0.0,0.0,1
2231,4945299,1149987297,233.5,233.5,231.5,233.0,2545,79.19476731,64.45575688,34.97773602,59.29421533,71.22887909,-1.600234547,0.0,0.0,1
2232,4464761,1051292342,233.0,238.0,232.0,237.0,3007,84.76930066,71.22693814,44.14221311,63.69724515,77.48406267,-1.184469941,0.0,0.0,1
2233,3010704,712239855,237.5,239.0,234.5,237.0,2133,86.74542524,76.39976717,55.70845104,63.69724515,77.48406267,-0.720990825,0.0,0.0,0
2234,6656676,1615966586,239.5,244.5,239.0,244.0,4776,90.52259119,81.10737518,62.27694316,70.46260759,85.45367392,-0.138577326,0.0,0.0,1
2235,4439388,1093095336,247.0,249.0,243.5,244.5,3084,87.91249669,83.37574902,74.30225367,70.88886822,85.88199902,0.496143917,0.0,0.0,0
2236,4435260,1082602920,246.5,248.0,241.0,242.0,3091,82.96730549,83.23960117,83.78419255,65.67604771,72.98710962,1.089360652,-33.33333333,-13.51351351,1
2237,3064991,733919331,240.5,241.0,237.0,241.0,2323,77.05066742,81.17662326,89.42853492,63.61766957,68.08052166,1.607028475,-46.66666667,-18.91891892,1
2238,6357578,1560450304,242.5,248.0,242.0,244.5,4181,76.80570811,79.71965154,85.54753841,67.53503286,75.10854251,2.102384413,0.0,0.0,1
2239,6402195,1587318360,246.5,249.5,245.0,248.0,4083,81.75936096,80.39955468,77.67994212,70.97297488,80.31075005,2.608837013,0.0,0.0,1
2240,4014061,994715632,247.5,249.0,246.5,248.5,2651,85.93481207,82.24464048,74.86429729,71.44810565,80.99177363,3.097726846,0.0,0.0,0
2241,4277832,1048432080,245.0,248.0,244.0,245.5,2777,81.73431916,82.07453337,82.7549618,64.48195652,64.8433267,3.495056668,-40.0,-26.08695652,1
2242,5074048,1234144712,245.5,245.5,241.5,243.0,2702,70.4895461,78.21287095,93.65952064,59.19172717,54.06386775,3.766317784,-100.0,-47.82608696,1
2243,19458668,4923171176,252.5,259.5,249.5,259.5,10633,80.32636407,78.91736866,76.09937783,74.42489749,80.17096109,4.199005183,0.0,0.0,1
2244,6519205,1681211296,257.0,259.5,256.0,257.5,3933,83.92127975,80.58533902,73.91345756,70.89628243,74.04952043,4.668710048,-12.12121212,-10.81081081,1
2245,5523900,1431583629,259.5,261.5,256.5,259.0,3694,85.87949262,82.35005689,75.29118542,71.99181417,75.71815323,5.150284726,-3.03030303,-2.702702703,1
2246,3051493,782840208,257.0,259.0,255.5,255.5,2343,80.58632842,81.7621474,84.11378536,65.64910527,64.1656518,5.546475237,-24.24242424,-21.62162162,0
2247,4364578,1105758156,254.5,258.0,250.5,252.0,3147,71.22421894,78.24950458,92.30007585,59.84893461,54.23578941,5.79989765,-100.0,-45.45454545,1
2248,3795721,960792750,254.5,254.5,251.0,253.5,2350,67.48281263,74.66060726,89.01619653,61.45440612,57.6095417,5.961263447,-78.57142857,-36.36363636,0
2249,3647988,914308465,252.0,252.5,249.0,250.0,2649,59.15520842,69.49214098,90.16600611,55.73437808,47.75259843,5.987043499,-100.0,-57.57575758,1
2250,8261067,2109861247,251.5,258.0,251.5,255.5,5197,62.77013895,67.25147364,76.21414302,61.8692781,60.49776235,6.000593203,0.0,-24.24242424,1
2251,6240313,1607105271,254.0,259.5,253.5,259.0,4655,68.51342596,67.67212441,65.98952131,65.24138562,66.70076041,6.047930754,0.0,-3.03030303,1
2252,16461969,4356063816,260.0,271.0,259.5,264.0,10724,68.40289004,67.91571295,66.94135879,69.48241426,73.76344695,6.179951983,0.0,0.0,1
2253,20311509,5658723721,271.0,282.5,270.5,282.5,12863,78.93526002,71.58889531,56.89616588,79.60866721,86.48793489,6.639201865,0.0,0.0,1
2254,15256458,4329913582,283.5,293.0,276.5,276.5,11226,73.45684002,72.21154355,69.7209506,71.18225766,72.7551652,7.168619109,-22.22222222,-18.46153846,1
2255,9345510,2602844800,280.0,282.0,274.0,280.0,6159,72.45607516,72.29305408,71.96701193,73.01505018,75.48045706,7.753764692,-10.63829787,-7.692307692,1
2256,7996170,2234604080,280.0,283.5,277.0,277.0,5500,69.51617132,71.3674265,75.06993685,68.88438466,68.43893507,8.277629774,-29.72972973,-16.92307692,1
2257,5726149,1577295475,275.5,279.0,272.0,273.0,4023,64.5259324,69.08692846,78.2089206,63.60671695,59.55028434,8.652939496,-100.0,-29.23076923,1
2258,9173054,2564614620,274.0,281.5,274.0,280.0,6230,65.90885453,68.02757048,72.2650024,68.28434494,68.2184463,9.007422352,0.0,-7.692307692,1
2259,4456436,1227394400,277.5,279.0,272.5,274.0,3545,61.23881441,65.76465179,74.81632656,60.90370449,55.89763203,9.214012523,-85.71428571,-31.48148148,1
2260,7692720,2066115334,270.0,271.5,266.0,267.5,5142,48.78607528,60.10512629,82.74322831,53.9542126,45.26891143,9.192372322,-100.0,-63.82978723,1
2261,3485628,942557863,267.5,272.5,267.5,270.0,2589,37.46232179,52.55752479,82.74793079,56.07473596,49.68458104,9.047750926,-80.0,-67.56756757,1
2262,4929135,1345388138,274.5,276.0,270.0,270.5,3663,30.53043675,45.21516211,74.58461283,56.51530328,50.64033462,8.820984145,-76.0,-80.0,1
2263,2627183,713284959,270.0,273.5,269.0,273.0,2056,33.68695783,41.37242735,56.74336639,58.78870832,55.69036785,8.57439895,-15.38461538,-56.0,1
2264,4932937,1352816255,272.0,278.0,271.5,272.5,3604,34.83892427,39.19459299,47.90593043,58.12022536,54.35568451,8.300798363,-9.090909091,-60.0,1
2265,4556807,1255091039,274.0,277.0,273.5,276.0,2895,44.73132586,41.04017061,33.65786012,61.49185418,62.00472605,8.061528903,0.0,-32.0,1
2266,4328819,1205148682,280.0,281.5,276.0,278.0,3158,55.62733552,45.90255891,26.45300571,63.34668099,65.92081638,7.869855407,0.0,-16.0,1
2267,5706614,1565688758,276.5,277.0,272.0,275.5,3544,57.51499787,49.7733719,34.29011996,59.41184619,57.09398666,7.660238948,-45.45454545,-36.0,1
2268,3167594,868253534,275.5,275.5,273.0,274.5,2385,56.62290181,52.05654854,42.92384199,57.83126076,53.64603597,7.416950978,-63.63636364,-33.33333333,0
2269,4761736,1319015608,274.5,279.5,274.5,277.5,3111,61.55812501,55.2237407,42.55497206,61.23458484,61.92401504,7.196270431,-14.28571429,-4.761904762,1
2270,13915848,3939989615,280.0,286.0,279.0,284.0,8403,70.45051472,60.29933204,39.99696668,67.48828864,73.99737189,7.088630166,0.0,0.0,0
2271,5459643,1514103611,276.5,279.0,276.0,276.5,3793,61.67289216,60.75718541,58.92577191,56.01829129,51.42127413,6.921669498,-78.94736842,-55.55555556,1
2272,3638168,1019087708,279.0,281.5,278.5,281.0,2911,62.9543419,61.48957091,58.56002892,60.45416881,60.17050502,6.782299292,-31.57894737,-26.08695652,0
2273,2680720,749341731,280.0,280.5,278.0,279.5,2084,59.82670413,60.93528198,63.15243769,58.29824045,56.12702092,6.628138413,-60.0,-39.13043478,1
2274,4616705,1291581990,278.5,283.5,276.5,276.5,3278,50.59875513,57.48977303,71.27180883,54.05709239,48.33198752,6.40981828,-100.0,-78.94736842,0
2275,5880432,1648894090,279.0,282.5,277.0,282.5,3352,58.73250342,57.90401649,56.24704264,60.3956892,61.24851072,6.243846293,0.0,-15.78947368,1
2276,7480601,2133322664,284.5,287.0,284.0,285.5,4848,68.91690704,61.57498001,46.89112595,63.18897426,66.30288949,6.153017897,0.0,0.0,1
2277,9761324,2831145136,290.0,291.5,288.0,290.5,6579,77.31715371,66.82237124,45.83280631,67.40381362,73.27452681,6.179797528,0.0,0.0,0
2278,6655692,1930546180,289.5,291.5,287.0,290.5,4800,82.72756484,72.12410244,50.91717765,67.40381362,73.27452681,6.264802752,0.0,0.0,1
2279,8345644,2442714977,289.0,294.5,289.0,294.5,5804,88.48504323,77.57774937,55.76316166,70.65615068,78.41828512,6.431385447,0.0,0.0,0
2280,10051612,2967556306,294.0,300.0,291.0,299.5,6094,91.61414229,82.25654701,63.54135645,74.19624164,83.25310852,6.70548043,0.0,0.0,0
2281,13100630,3953065900,300.0,304.5,298.0,300.0,7486,89.05228534,84.52179312,75.46080869,74.53418783,83.69152735,7.025287583,0.0,0.0,0
2282,13327619,3941853535,298.0,303.0,291.0,291.5,8464,77.22533308,82.08963978,91.81825316,59.87115437,54.55579012,7.205356832,-89.47368421,-36.17021277,1
2283,6379713,1877348747,294.0,297.0,292.0,293.5,4862,71.48355539,78.55427831,92.69572416,61.81543907,58.6229936,7.303887908,-76.47058824,-27.65957447,1
2284,7199887,2142582665,298.0,299.0,295.5,296.5,4784,67.98090684,75.02982116,89.12764978,64.64209929,64.36389489,7.377363486,-41.17647059,-20.0,1
2285,8003479,2396123221,299.0,301.5,297.5,300.0,4509,70.08250932,73.38071721,79.97713299,67.70969053,70.16012981,7.470309003,0.0,0.0,1
2286,19673897,5717401233,294.5,299.0,287.5,288.5,12856,49.57881574,65.44675006,97.18261869,51.54634169,42.74646896,7.370083415,-100.0,-100.0,1
2287,11586481,3370949109,289.5,293.5,289.0,291.0,7048,39.91528892,56.93626301,90.97821119,54.16291189,48.04247555,7.177124041,-78.26086957,-78.26086957,1
2288,5029798,1464296920,293.5,294.0,288.5,290.0,2572,31.5121534,48.46155981,82.36037262,52.90583436,46.00005204,6.903843641,-86.95652174,-86.95652174,1
2289,3197270,930828530,292.0,293.5,288.5,289.0,2081,23.94927874,40.29079945,72.97384088,51.58876728,43.76724654,6.562855717,-95.65217391,-95.65217391,0
2290,4918551,1414604290,290.5,290.5,285.0,290.0,3422,25.22544508,35.26901466,55.35615382,52.87912568,46.86235667,6.198301519,-40.0,-86.95652174,1
2291,3863399,1119816210,292.0,292.0,287.0,289.5,2668,25.90787248,32.14863394,44.63015684,52.11513031,45.36421993,5.81598258,-75.0,-91.30434783,1
2292,3703193,1068998663,289.5,291.0,286.0,288.0,2623,23.33252105,29.20992964,40.96474682,49.74344918,40.6821903,5.405383411,-100.0,-100.0,1
2293,3850978,1106347620,286.0,290.0,283.5,290.0,2431,27.59205107,28.67063678,30.82780821,52.88797838,49.08935062,5.018171898,0.0,-83.33333333,0
2294,4352363,1255914347,289.5,291.5,286.5,287.5,2641,26.99685125,28.11270827,30.34442231,48.69831096,40.4828507,4.614594114,-100.0,-100.0,1
2295,9104796,2657776840,290.0,295.5,287.0,295.5,5378,51.33123417,35.8522169,4.894182377,59.88440537,64.43001812,4.339032216,0.0,0.0,0
2296,22384303,6781260499,307.5,307.5,298.0,298.0,12700,54.35971167,42.02138182,17.34472214,62.6815392,69.09333979,4.188150114,0.0,0.0,1
2297,18705013,5738419004,304.0,310.0,301.0,309.0,11188,68.31527948,50.78601437,15.72748417,72.09788661,81.73605307,4.289277316,0.0,0.0,0
2298,12433296,3780714653,304.0,306.0,301.0,306.0,7125,73.84540644,58.4724784,27.72662231,67.02433027,72.08562271,4.485418433,-13.95348837,-13.95348837,0
2299,12499811,3882133910,309.0,313.0,307.0,311.0,7291,80.30371729,65.74955803,36.64123951,70.79246401,77.41804517,4.800379295,0.0,0.0,0
2300,9896385,3055637965,308.0,311.0,304.5,310.0,5243,83.47931435,71.6594768,48.01980171,69.05642509,74.02427813,5.14640785,-7.692307692,-4.255319149,1
2301,9566606,2919252906,311.0,314.0,300.0,300.0,6385,73.68566312,72.33487224,69.63329049,54.38574637,48.50734108,5.32249578,-100.0,-46.80851064,1
2302,7160414,2144997563,303.0,305.5,293.0,298.5,4831,63.66922996,69.44632481,81.00051452,52.54390426,45.67340374,5.346774731,-100.0,-53.19148936,1
2303,8021402,2325871374,300.0,300.0,285.5,286.5,5980,43.61574395,60.83613119,95.27690568,40.47994438,29.2617026,5.070990639,-100.0,-100.0,1
2304,8354651,2373753670,279.0,289.0,276.5,289.0,5857,40.18827374,53.95351204,81.48398864,43.45511787,35.09246502,4.64991813,-89.36170213,-89.79591837,1
2305,5782386,1680575399,290.0,293.5,287.5,290.0,4019,38.7921825,48.89973553,69.11484159,44.67199479,37.56279755,4.165211283,-74.07407407,-85.71428571,1
2306,4927890,1425674820,290.0,292.0,286.0,288.0,2975,36.08367722,44.62771609,61.71579383,42.65259862,34.41889905,3.62462661,-87.5,-93.87755102,1
2307,8935427,2611844330,291.5,296.5,289.0,291.0,5784,36.9446737,42.06670196,52.31075848,46.63313689,43.00540997,3.11695913,0.0,-81.63265306,1
2308,5080134,1471544273,291.5,293.0,286.5,290.0,3306,36.62978247,40.25439546,47.50362145,45.47574791,40.8652222,2.633477681,-33.33333333,-85.71428571,1
2309,5504726,1597601895,287.0,292.5,286.5,290.5,3604,36.86429942,39.12436345,43.6444915,46.21000626,42.57975224,2.192475444,-16.66666667,-82.9787234,1
2310,3821414,1102087232,290.0,290.5,286.5,287.5,2864,37.21987778,38.48953489,41.02884912,42.43811473,35.22615459,1.748356076,-100.0,-92.59259259,1
2311,9875909,2882498428,291.0,295.0,289.0,292.0,6368,46.79906745,41.25937908,30.18000233,49.27043548,50.58687433,1.393374438,0.0,-54.16666667,1
2312,5171759,1502837201,294.5,294.5,286.0,287.0,3413,48.6993783,43.73937882,33.81937986,43.02824464,38.43427212,1.029923464,-100.0,-90.90909091,1
2313,7623986,2135956052,287.0,288.5,276.5,281.0,5243,39.9662522,42.48166995,47.51250544,36.86342646,28.55582567,0.582142875,-100.0,-100.0,1
2314,7631484,2143149972,283.0,283.5,279.5,280.5,2343,33.3108348,39.4247249,51.65250509,36.38555935,27.84026999,0.095675486,-100.0,-100.0,1
2315,5039512,1399122121,277.5,280.5,275.0,280.5,3388,30.73435498,36.52793493,48.11509481,36.38555935,27.84026999,-0.389756679,-100.0,-100.0,1
2316,10940177,3209808892,284.5,298.5,284.5,296.5,7848,50.98602389,41.34729791,22.06984596,57.64498822,66.5102144,-0.59293384,0.0,0.0,1
2317,16347408,5020298336,298.5,313.0,297.0,311.0,10658,65.56962996,49.4214086,17.12496587,68.22931361,78.84122075,-0.375857703,0.0,0.0,1
2318,13144705,4105535165,308.5,316.5,304.0,314.0,8841,75.03838785,57.96040168,23.80442935,69.93896753,80.6134548,0.141965474,0.0,0.0,0
2319,8772745,2758648450,316.0,318.0,311.0,311.0,6107,77.93256864,64.61779067,37.98823472,66.03039489,73.25095949,0.772959107,-8.955223881,-8.955223881,1
2320,9334896,2943639552,317.0,319.5,312.5,313.0,5967,80.41946524,69.88501552,48.8161161,67.36775199,75.07229432,1.471955161,-5.714285714,-2.985074627,1
2321,6168786,1902728516,312.0,312.0,305.5,307.0,4058,77.58301428,72.45101511,62.18701677,59.62178241,60.29307432,2.077849909,-100.0,-20.89552239,1
2322,8082018,2538785170,313.0,316.5,310.0,316.0,5285,82.43362001,75.77855007,62.46841021,66.06067121,70.68214185,2.73248246,0.0,0.0,1
2323,8924969,2767666452,310.0,314.0,308.0,308.0,6005,79.67484779,77.07731598,71.88225235,57.14982677,55.25985516,3.249482795,-88.88888889,-22.53521127,1
2324,4508590,1396594310,308.5,312.5,306.5,309.5,2942,76.92608901,77.02690699,77.22854296,58.30968528,57.35350906,3.669641307,-72.22222222,-18.30985915,1
2325,6906886,2154996160,309.5,316.5,308.5,309.5,4696,69.80257786,74.61879728,84.25123612,58.30968528,57.35350906,3.998711981,-72.22222222,-33.33333333,1
2326,4800518,1482567526,311.0,312.5,306.0,307.0,3019,52.98666481,67.40808645,96.25092975,55.29150643,51.56251836,4.204440222,-100.0,-100.0,1
2327,7844100,2373071842,305.0,307.0,300.0,300.5,4538,36.17914406,56.99843899,98.63702885,48.16178042,39.21024221,4.208788727,-100.0,-100.0,1
2328,6585570,2020221060,304.0,309.0,304.0,308.5,4100,38.6493439,50.88207396,75.34753408,55.86642851,55.09729267,4.204731006,-11.11111111,-48.38709677,1
2329,8662800,2688656680,314.5,315.0,307.5,308.5,5881,42.93794644,48.23403145,58.82620148,55.86642851,55.09729267,4.186033706,-11.11111111,-48.38709677,1
2330,4674213,1450037914,311.0,313.0,308.0,310.0,3173,48.82731783,48.43179358,47.64074508,57.3060737,58.05691946,4.17353155,0.0,-38.70967742,1
2331,9233348,2891655576,312.0,316.0,310.0,313.5,5301,59.82427249,52.22928655,37.03931467,60.60446985,64.59165585,4.211895908,0.0,-16.12903226,1
2332,4462509,1398181826,311.5,315.5,310.0,315.5,3093,71.19597964,58.55151758,33.26259346,62.42897221,68.0093558,4.302440358,0.0,0.0,1
2333,3262743,1016180573,313.5,315.0,309.0,311.5,2587,70.69630966,62.59978161,46.4067255,56.65640285,55.21791275,4.347319993,-57.14285714,-26.66666667,0
2334,3335968,1037970554,312.5,313.0,309.5,310.5,2411,69.00587311,64.73514544,56.19369011,55.25145758,52.2686503,4.335362304,-90.90909091,-33.33333333,0
2335,5593416,1757554259,314.0,315.5,312.5,313.0,3449,73.08724874,67.51917987,56.38304214,58.10820642,58.86058375,4.318411796,-50.0,-16.66666667,1
2336,4718184,1477945592,314.0,315.5,311.0,314.0,2646,76.50261027,70.51365667,58.53574948,59.25278028,61.41818586,4.305332341,-30.0,-10.0,1
2337,8268252,2599022236,315.0,317.0,312.5,314.0,5629,73.80875772,71.61202369,67.21855562,59.25278028,61.41818586,4.28555211,0.0,-21.42857143,1
2338,7822935,2478233455,314.0,319.0,313.5,319.0,5394,82.53917182,75.2544064,60.68487556,65.03282033,73.34806603,4.332613316,0.0,0.0,1
2339,8818515,2830694255,322.0,326.5,316.0,317.5,6294,71.21659073,73.90846784,79.29222206,62.12470807,66.00111401,4.385295886,-25.0,-16.66666667,1
2340,4090644,1304523089,320.0,320.5,317.5,319.0,2646,66.5253462,71.4474273,81.29158948,63.90042351,69.64923644,4.452676759,0.0,0.0,1
2341,6690938,2143353098,319.5,322.0,318.5,321.0,4079,67.20737366,70.03407608,75.68748093,66.22299926,74.09641505,4.547498307,0.0,0.0,1
2342,5706740,1787637360,312.0,315.5,312.0,314.0,4073,53.62844518,64.56553245,86.43970698,53.07599862,45.86850091,4.532502857,-100.0,-66.66666667,1
2343,3738897,1175444201,314.5,316.0,313.0,313.5,2648,41.12864088,56.75323526,88.00242403,52.26080905,44.41807828,4.431154627,-100.0,-71.42857143,1
2344,4383939,1392098115,317.0,319.0,315.5,318.0,3311,42.47285736,51.99310929,71.03361316,58.56164463,58.56765116,4.342690363,-40.0,-37.5,1
2345,6720950,2162178950,320.0,324.0,319.0,322.5,4670,52.45316927,52.14646262,51.53304931,63.81508001,68.262888,4.328835965,0.0,0.0,1
2346,3255923,1039423014,321.5,322.0,318.0,318.0,2331,48.76188296,51.0182694,55.53104227,56.00492286,53.29698958,4.280810691,-50.0,-50.0,0
2347,5194708,1636742649,318.5,319.0,313.5,314.5,3467,38.25504841,46.7638624,63.78149039,50.69653168,44.24370106,4.148288049,-88.88888889,-88.88888889,1
2348,5075568,1595294119,315.5,317.5,313.0,314.0,3293,31.05892116,41.52888199,62.46880365,49.9525048,42.99179297,3.952319153,-100.0,-94.44444444,1
2349,7544470,2338695890,313.0,314.0,308.5,310.0,4794,23.93175389,35.66317263,59.12601009,44.23904941,33.80817254,3.654030591,-100.0,-100.0,1
2350,9627433,2931931065,311.0,311.0,301.0,302.0,5859,17.40377796,29.57670774,53.92256729,35.34511945,22.34996896,3.171283219,-100.0,-100.0,1
2351,7333715,2240024071,307.5,308.0,302.5,304.5,4436,16.67498241,25.27613263,42.47843307,39.52448358,31.10600383,2.630885099,-80.0,-87.80487805,1
2352,7703764,2373239326,306.0,309.5,305.5,308.5,4217,21.98622016,24.17949514,28.5660451,45.70189132,43.36725269,2.140502513,-45.83333333,-68.29268293,1
2353,7586407,2376181798,310.0,315.0,310.0,314.5,4631,34.22269749,27.52722926,14.13629278,53.53349395,57.10780303,1.798023219,0.0,-39.02439024,1
2354,8578357,2663116170,315.0,315.5,307.5,308.0,5136,33.92624277,29.66023376,21.12821574,45.68179109,43.41434578,1.45839841,-52.0,-70.73170732,1
2355,5665905,1762904765,310.0,313.0,308.0,313.0,3568,44.83971741,34.72006164,14.48075012,51.67868473,53.66911995,1.214814526,-15.0,-31.25,1
2356,4494969,1404890771,309.5,315.0,308.0,313.5,3197,55.14567019,41.52859783,14.2944531,52.25847362,54.65523628,1.049404702,-15.38461538,-8.0,1
