X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J,Prediction_Result,Prediction_Result_0or1
2658,109/10/21,1278377,96874326,75.2,76.2,74.9,73.91,0.3500000000000085,787,1,72.6,76.2,88.88888889,78.28501789,67.60233815,46.23697867,74.20197604790408,1
2659,109/10/22,706558,53523263,75.8,76.4,75.0,74.26,0.21999999999999886,400,1,72.6,76.4,100.0,85.52334526,73.57600719,49.68133104,74.68620758483009,1
2660,109/10/23,339199,25687063,75.6,76.2,75.5,74.48,0.18999999999999773,302,1,72.6,76.4,78.94736842,83.33135298,76.82778912,63.82066139,74.57960079840296,0
2661,109/10/26,224412,16889945,75.6,75.9,75.0,74.67,0.23000000000000398,193,1,72.7,76.4,62.16216216,76.27495604,76.64351143,77.3806222,74.45950099800385,0
2662,109/10/27,409006,30720306,75.0,75.3,75.0,74.9,0.13999999999998636,245,1,72.7,76.4,70.27027027,74.27339412,75.85347232,79.01362873,74.41880239520943,0
2663,109/10/28,346100,25754849,75.3,75.3,74.1,75.03999999999999,-0.0799999999999983,284,0,73.7,76.4,14.81481481,54.45386768,68.72027078,97.25307696,75.23520958083809,1
2664,109/10/29,475507,34920264,74.0,74.0,73.0,74.96,-0.04999999999999716,297,0,73.0,76.4,20.58823529,43.16532355,60.20195504,94.275218,74.57816367265461,0
2665,109/10/30,462500,33946200,73.7,73.8,73.0,74.91,-0.18999999999999773,382,0,73.0,76.4,11.76470588,32.698451,51.03412036,87.70545907,74.62668662674642,1
2666,109/11/02,306000,22347600,73.1,73.4,72.9,74.72,-0.18999999999999773,229,0,72.9,76.4,2.857142857,22.75134828,41.60652967,79.31689243,74.66814371257476,1
2667,109/11/03,395399,28960766,73.6,73.6,73.0,74.53,-0.21000000000000796,340,0,72.9,76.4,2.857142857,16.11994647,33.11100193,67.09311286,74.70954091816358,1
2668,109/11/04,222079,16327922,73.3,73.8,73.1,74.32,-0.29999999999998295,187,0,72.9,76.2,24.24242424,18.82743906,28.34981431,47.39456481,74.66516966067854,0
2669,109/11/05,228044,16760845,73.3,73.9,73.2,74.02000000000001,-0.18000000000000682,211,0,72.9,75.9,16.66666667,18.1071816,24.93560341,38.59244702,74.56666666666658,0
2670,109/11/06,903510,67005290,73.5,74.6,73.5,73.84,0.07999999999998408,558,1,72.9,75.3,37.5,24.5714544,24.8142204,25.29975242,73.96510978043905,0
2671,109/11/09,1369922,103680650,74.9,76.2,74.9,73.91999999999999,0.07000000000000739,900,1,72.9,76.2,87.87878788,45.67389889,31.76744657,3.954541916,74.62516966067825,1
2672,109/11/10,1843848,140508910,76.1,76.9,75.2,73.99,0.21000000000000796,1206,1,72.9,76.9,77.5,56.28259926,39.93916413,7.252293872,74.84115768463047,1
2673,109/11/11,915387,70071631,75.6,77.0,75.6,74.2,0.3199999999999932,671,1,72.9,77.0,80.48780488,64.35100113,48.07644313,15.52732713,74.83998003992001,0
2674,109/11/12,2009353,154603731,76.2,77.5,75.9,74.52,0.28000000000000114,1186,1,72.9,77.5,86.95652174,71.88617467,56.01302031,24.2667116,75.22538922155685,1
2675,109/11/13,724906,55258335,76.4,76.5,76.0,74.8,0.3100000000000023,517,1,73.0,77.5,71.11111111,71.62782015,61.21795359,40.39822047,75.13495009980032,0
2676,109/11/16,1118520,84972454,76.8,76.8,75.3,75.11,0.3299999999999983,748,1,73.1,77.5,68.18181818,70.47915283,64.30502,51.95675435,75.39500998003965,1
2677,109/11/17,1208845,92825110,76.5,77.6,76.0,75.44,0.27000000000001023,823,1,73.2,77.6,70.45454545,70.47095037,66.36033012,58.13908964,75.61409181636715,1
2678,109/11/18,528480,40503360,76.1,77.0,76.1,75.71000000000001,0.21999999999998465,427,1,73.5,77.6,70.73170732,70.55786935,67.75950987,62.1627909,75.61277445109785,0
